sample,field,tillage,irrigation,year,total.fame,actinomycete.67,actinomycete.83,actinomycete.85,actinomycete.99,actinomycete.105,actinomycete.119,g.minus.78,g.minus.100,g.minus.116,g.minus.117,g.plus.21,g.plus.22,g.plus.35,g.plus.37,g.plus.52,g.plus.53,g.plus.72,g.plus.73,g.plus.109,g.plus.111,amf.58,sap.fungi.87,sap.fungi.88,sap.fungi.89,sap.fungi.90,sap.fungi.91,sap.fungi.92,sap.fungi.93,sap.fungi.94,sap.fungi.95,euk.protozoa,BactSum,FungSum,FBRatio,GPosSum,GNegSum,ActSum
TG 27,TG1,no,yes,2018,79.625,3.82,1.008,0.638,0.36,1.023,0,0.783,0,0,1.82,0.241,0,3.015,1.525,1.822,0.133,1.069,1.202,0.078,0,8.458,0.292,0.192,0.083,2.577,5.999,0,6.122,0,1.835,1.04,18.537,25.558,1.379,9.085,2.603,6.849
TG 28,TG1,no,yes,2018,121.495,5.386,1.141,1.002,0.513,1.169,0,1.272,0,0,2.754,0.671,0,5.061,2.798,2.977,0.215,1.579,1.959,0.079,0,5.346,0.333,0.368,0.115,5.534,9.73,0,9.349,0,4.219,1.336,28.576,34.994,1.225,15.339,4.026,9.211
TG 29,TG2,yes,yes,2018,198.381,9.479,2.255,1.703,1.24,2.309,0,2.198,0,0,5.107,0.881,0.039,8.995,4.903,5.317,0.333,2.798,3.418,0.188,0,8.209,0.484,0.648,0.306,12.263,19.235,0,13.52,0,2.953,1.704,51.163,57.618,1.126,26.872,7.305,16.986
TG 30,TG2,yes,yes,2018,183.59,9.382,1.728,1.528,0.938,2.076,0,2.105,0.321,0,4.404,0.833,0.042,8.665,4.427,4.491,0.29,2.814,3.009,0.198,0,4.747,0.329,0.615,0,13.905,19.901,0,12.958,0,2.795,1.926,47.251,55.25,1.169,24.769,6.83,15.652
TG 31,TG2,yes,yes,2018,153.935,7.592,1.219,1.267,0.986,1.697,0,1.92,0,0,3.619,0.711,0.052,7.216,4.026,3.907,0.271,2.22,2.632,0.148,0,5.122,0,0.85,0.212,10.491,14.826,0,11.812,0,2.419,0.983,39.483,45.732,1.158,21.183,5.539,12.761
TG 32,TG2,yes,yes,2018,133.253,6.577,1.215,1.143,0.73,1.65,0,1.721,0,0,3.324,0.616,0.038,6.112,3.33,3.487,0.218,1.998,2.28,0.16,0,3.679,0.278,0.441,0.154,7.681,12.819,0,10.425,0,1.945,1.201,34.599,37.422,1.082,18.239,5.045,11.315
TG 33,TG3,no,yes,2018,165.411,8.04,1.56,1.092,0.975,1.85,0,2.139,0,0,4.699,0.775,0,7.719,4.201,4.147,0.307,2.43,2.897,0.139,0,7.868,0,0.941,0.182,8.94,15.146,0,12.418,0,2.74,2.208,42.97,48.235,1.123,22.615,6.838,13.517
TG 34,TG3,no,yes,2018,153.865,8.049,2.193,1.256,0.956,2.117,0.234,1.903,0,0,5.071,0.716,0,6.77,4.088,4.391,0.332,2.356,2.824,0.146,0,5.418,0,0.843,0,8.51,14.511,0,11.619,0,2.368,1.536,43.402,43.269,0.997,21.623,6.974,14.805
TG 35,TG3,no,yes,2018,225.355,12.034,2.547,1.816,1.484,2.844,0,2.886,0,0,6.073,1.135,0.083,11.025,6.81,6.762,0.51,3.464,4.415,0.166,0,8.965,0,1.312,0.238,10.829,21.824,0,18.579,0,3.903,2.65,64.054,65.65,1.025,34.37,8.959,20.725
TG 36,TG3,no,yes,2018,248.096,11.783,2.763,2.154,1.735,3.22,0.239,3.05,0,0,7.327,1.242,0,10.597,7.108,7.164,0.53,3.573,4.618,0.147,0,13.117,0,1.391,0.235,10.993,24.154,0,22.666,0,3.544,3.936,67.25,76.1,1.132,34.979,10.377,21.894
RN 49,RN1,no,yes,2018,196.52,8.395,1.696,1.674,1.265,2.637,0,1.955,0,0,4.369,0.846,0.05,8.029,4.621,5.169,0.307,2.743,3.403,0.159,0,14.598,0.601,0.652,0,9.122,18.453,0,15.735,0,3.442,1.876,47.318,62.603,1.323,25.327,6.324,15.667
RN 50,RN1,no,yes,2018,201.425,7.998,1.354,1.459,1.23,1.928,0,1.999,0,0,4.744,0.978,0.041,8.03,4.767,5.051,0.325,2.655,3.209,0.186,0,15.492,0.665,0.622,0.27,8.682,16.66,0,20.034,0,3.282,2.338,45.954,65.707,1.43,25.242,6.743,13.969
RN 51,RN1,no,yes,2018,160.908,7.394,1.596,1.367,1.016,2.272,0.514,1.763,0,0,4.285,0.762,0.048,6.949,3.979,4.234,0.299,2.321,2.757,0.181,0,11.089,0.705,0.503,0.254,6.392,13.162,0,12.153,0,2.7,2.302,41.737,46.958,1.125,21.53,6.048,14.159
RN 52,RN1,no,yes,2018,345.844,14.021,2.461,2.994,2.651,4.698,0,3.623,0,0,7.613,1.744,0.104,14.752,8.518,9.302,0.596,4.813,5.875,0.307,0,20.563,0.921,1.238,0,18.483,32.963,0,29.207,0,5.6,3.568,84.072,108.975,1.296,46.011,11.236,26.825
RN 53,RN2,minimal,yes,2018,154.612,7.594,2.168,2.093,0.744,1.966,0,2.067,0.132,0,4.032,0.661,0,6.701,3.876,4.667,0.267,2.45,2.761,0.112,0,4.993,0.441,0.475,0.151,6.525,14.043,0,9.393,0,3.191,3.596,42.291,39.212,0.927,21.495,6.231,14.565
RN 54,RN2,minimal,yes,2018,98.74,5.107,1.789,0,0.443,1.242,0,1.404,0.102,0,2.486,0.487,0,4.738,2.715,3.258,0.221,1.709,1.87,0.086,0,2.998,0.367,0.329,0.118,4.075,11.467,0,5.618,0,1.835,0.393,27.657,26.807,0.969,15.084,3.992,8.581
RN 55,RN2,minimal,yes,2018,105.84,5.208,1.348,1.582,0.698,1.462,0.044,1.654,0.108,0,2.647,0.467,0,4.861,3.087,3.647,0.177,1.715,2.084,0.083,0,2.642,0.272,0.542,0.132,4.507,10.186,0,6.766,0,2.405,0.389,30.872,27.452,0.889,16.121,4.409,10.342
RN 56,RN2,minimal,yes,2018,217.401,9.798,2.888,1.726,1.255,2.727,0.273,3.075,0.194,0,5.428,1.005,0.091,9.204,5.707,7.074,0.414,3.362,4.056,0.168,0,5.972,0.772,0.723,0.23,11.166,22.482,0,13.371,0,4.657,1.431,58.445,59.373,1.016,31.081,8.697,18.667
RN 57,RN3,no,yes,2018,1513.193,55.483,9.149,13.436,11.481,21.076,0.845,15.951,0,0,29.568,8.114,0.586,69.698,40.291,44,2.631,21.084,26.449,1.694,0,61.003,0,8.709,0,87.625,137.5,0,114.299,0,17.729,10.236,371.536,426.865,1.149,214.547,45.519,111.47
RN 58,RN3,no,yes,2018,511.236,17.453,3.427,3.967,3.38,5.455,0.738,5.1,0.465,0,9.624,2.414,0.183,21.276,11.755,12.726,0.79,6.481,7.89,0.531,0,15.325,0,2.701,0,31.206,54.142,0,35.379,0,6.441,9.935,113.655,145.194,1.277,64.046,15.189,34.42
RN 59,RN3,no,yes,2018,374.811,15.426,3.467,2.727,2.609,5.224,0,3.955,0,0,8.522,1.772,0.088,16.378,9.259,9.686,0.599,4.935,6.356,0.374,0,20.117,0,1.99,0,18.911,31.412,0,27.246,0,5.347,6.222,91.377,105.023,1.149,49.447,12.477,29.453
RN 60,RN3,no,yes,2018,337.283,13.696,3.001,2.529,2.284,3.911,0.562,3.412,0,0,7.306,1.545,0.07,14.118,8.456,8.48,0.555,4.297,5.664,0.548,0,12.715,0,1.79,0.365,15.513,29.741,0,25.98,0,4.68,4.235,80.434,90.784,1.129,43.733,10.718,25.983
BE 13,BE1,no,yes,2018,176.247,7.036,1.424,2.096,1.042,2.801,0,1.88,0,0,2.994,0.854,0.051,8.5,4.709,5.985,0.286,2.431,3.186,0.158,0,4.596,0.538,0.473,0.407,12.193,18.487,0,11.124,0,2.756,2.052,45.433,50.574,1.113,26.16,4.874,14.399
BE 14,BE1,no,yes,2018,133.341,6.71,1.803,2.136,0.517,2.213,0.2,1.691,0,0,2.76,0.666,0.07,7.151,3.556,5.135,0.223,2.096,2.502,0.109,0,2.115,0.379,0.451,0.296,3.898,12.928,0,7.201,0,2.523,1.255,39.538,29.791,0.753,21.508,4.451,13.579
BE 15,BE1,no,yes,2018,113.455,5.724,1.384,1.736,0.467,2.319,0,1.408,0,0,2.229,0.529,0,5.946,2.932,4.257,0.192,1.784,2.121,0.085,0,2.287,0.296,0.368,0.278,3.664,11.817,0,7.527,0,2.21,0.573,33.113,28.447,0.859,17.846,3.637,11.63
BE 16,BE1,no,yes,2018,200.044,9.943,2.675,2.632,0.994,4.005,0.178,2.598,0,0,4.164,0.988,0.064,11.093,5.562,7.188,0.369,3.256,3.807,0.187,0,4.558,0.57,0.746,0.29,6.711,19.41,0,13.695,0,3.936,1.471,59.703,49.916,0.836,32.514,6.762,20.427
BE 17,BE2,no,no,2018,110.952,5.94,1.348,1.25,0.519,1.492,0,1.229,0,0,2.496,0.521,0.042,5.707,2.7,3.394,0.181,1.685,1.883,0.078,0,4.122,0.297,0.34,0.207,2.81,8.537,0,7.66,0,2.412,1.499,30.465,26.385,0.866,16.191,3.725,10.549
BE 18,BE2,no,no,2018,223.18,10.303,2.118,2.577,1.193,2.994,0,2.568,0,0,4.034,1.247,0.128,11.938,6.13,7.434,0.431,3.493,4.125,0.132,0,6.974,0.496,0.811,0.366,10.073,20.04,0,16.086,0,4.238,1.533,60.845,59.084,0.971,35.058,6.602,19.185
BE 19,BE2,no,no,2018,137.181,7.208,1.465,1.493,0.755,1.843,0,1.555,0,0,3.606,0.725,0.076,7.669,3.591,4.352,0.244,2.262,2.57,0.113,0,3.755,0.375,0.507,0.275,5.347,12.34,0,8.563,0,2.849,0.927,39.527,34.011,0.86,21.602,5.161,12.764
BE 20,BE2,no,no,2018,147.994,7.276,1.651,1.782,0.646,2.354,0.205,1.619,0,0,3.064,0.778,0.077,8.064,3.935,4.796,0.258,2.315,2.715,0.098,0,3.997,0.412,0.505,0.37,5.211,14.153,0,9.702,0,3.237,1.405,41.633,37.587,0.903,23.036,4.683,13.914
EE 21,EE1,no,yes,2018,101.987,5.591,1.431,1.188,0.375,1.233,0,1.117,0,0,2.624,0.415,0.062,5.59,2.54,3.002,0.178,1.761,1.905,0.087,0,5.096,0.423,0.238,0.148,3.371,7.576,0,7.386,0,2.368,1.167,29.099,26.606,0.914,15.54,3.741,9.818
EE 22,EE1,no,yes,2018,145.794,8.246,2.364,1.84,0.502,1.817,0,1.552,0,0,3.964,0.713,0.074,8.266,3.664,4.612,0.242,2.526,2.817,0.122,0,10.857,0.597,0.37,0.178,3.897,10.996,0,7.335,0,3.776,1.272,43.321,38.006,0.877,23.036,5.516,14.769
EE 23,EE1,no,yes,2018,180.514,8.596,2.188,1.863,0.828,2.044,0,1.823,0.22,0,3.894,0.762,0.064,9.124,4.588,5.178,0.319,2.845,3.051,0.148,0,11.622,0.614,0.589,0.235,7.869,15.267,0,11.925,0,4.538,2.287,47.535,52.659,1.108,26.079,5.937,15.519
EE 24,EE1,no,yes,2018,159.782,8.42,2.602,2.05,0.716,2.12,0.299,1.657,0,0,4.191,0.68,0.177,7.486,3.944,4.558,0.36,2.448,2.708,0.125,0,7.666,0.923,0.523,0.252,5.118,13.375,0,12.133,0,4.126,2.113,44.541,44.116,0.99,22.486,5.848,16.207
BS 97,BS1,no,yes,2018,169.498,7.951,2.406,1.675,0.502,2.935,0,1.642,0,0,3.456,0.719,0.046,7.691,4.026,5.395,0.263,2.523,3.274,0.098,0,8.081,0.625,0.43,0.155,7.521,19.231,0,13.468,0,2.472,1.644,44.602,51.983,1.165,24.035,5.098,15.469
BS 98,BS1,no,yes,2018,178.61,7.937,2.382,1.963,0.835,2.316,0.198,1.767,0,0,3.408,0.633,0.046,7.345,4.249,5.151,0.251,2.477,3.164,0.145,0,7.13,0.618,0.537,0.242,10.28,16.812,0,13.059,0,3.964,2.26,44.267,52.642,1.189,23.461,5.175,15.631
BS 99,BS1,no,yes,2018,132.64,6.826,2.06,1.606,0.517,2.41,0,1.524,0.166,0,3.342,0.588,0,6.384,3.856,4.826,0.226,2.136,2.78,0.096,0,5.516,0,0.857,0.244,4.681,12.532,0,9.618,0,2.664,0.947,39.343,36.112,0.918,20.892,5.032,13.419
BS 100,BS1,no,yes,2018,195.79,8.529,2.089,2.362,0.679,3.203,0.277,1.955,0.19,0,4.039,0.834,0.047,8.374,5.209,6.61,0.294,2.72,3.786,0.13,0,9.015,0.469,0.778,0.26,9.621,22.476,0,13.827,0,3.123,1.738,51.327,59.569,1.161,28.004,6.184,17.139
BS 101,BS2,no,yes,2018,134.271,7.202,4.15,1.405,0.605,2.198,0,1.586,0,0,4.408,0.488,0,5.384,2.975,4.515,0.202,2.255,2.739,0.101,0,11.138,0.561,0.34,0.106,3.811,11.155,0,10.062,0,1.973,2.798,40.213,39.146,0.973,18.659,5.994,15.56
BS 102,BS2,no,yes,2018,169.315,9.207,4.663,1.795,0.854,3.494,0.172,1.96,0,0,4.781,0.678,0,6.982,3.894,5.877,0.281,2.861,3.613,0.147,0,10.787,0.561,0.526,0.169,7.184,14.804,0,12.62,0,2.747,1.996,51.259,49.398,0.964,24.333,6.741,20.185
BS 103,BS2,no,yes,2018,167.474,8.498,2.77,1.681,0.769,3.084,0.173,1.956,0.179,0,4.374,0.634,0.045,6.952,4.127,5.005,0.239,2.523,3.087,0.133,0,12.176,0.489,0.534,0.215,6.776,14.422,0,12.205,0,3.119,2.197,46.229,49.936,1.08,22.745,6.509,16.975
BS 104,BS2,no,yes,2018,144.168,7.417,2.883,1.636,0.736,2.899,0.201,1.822,0,0,4.287,0.595,0.043,6.048,3.696,4.887,0.266,2.334,2.914,0.095,0,7.951,0.467,0.434,0.177,4.924,13.553,0,10.453,0,2.68,2.139,42.759,40.639,0.95,20.878,6.109,15.772
EE 105,EE2,no,yes,2018,156.407,7.473,1.808,1.826,0.698,1.877,0.23,1.641,0,0,3.73,0.59,0.154,7.532,3.547,4.235,0.393,2.312,2.586,0.165,0,6.493,1.282,0,0.409,5.718,12.38,0,11.234,0,4.117,1.812,40.797,41.633,1.02,21.514,5.371,13.912
EE 106,EE2,no,yes,2018,127.778,6.71,1.602,1.534,0.557,1.625,0,1.427,0,0,3.056,0.486,0.043,6.528,3.021,3.635,0.248,2.077,2.257,0.115,0,4.582,0.589,0.295,0.327,4.142,9.828,0,10.542,0,3.492,1.784,34.921,33.797,0.968,18.41,4.483,12.028
EE 107,EE2,no,yes,2018,113.882,6.787,1.846,1.588,0.438,1.624,0,1.46,0.136,0,3.036,0.476,0.051,6.091,2.84,3.767,0.225,2.024,2.279,0.118,0,2.873,0.513,0.315,0.302,4.192,9.464,0,5.877,0,2.948,0.97,34.786,26.484,0.761,17.871,4.632,12.283
EE 108,EE2,no,yes,2018,146.249,8.297,2.098,2.241,0.466,2.186,0,1.745,0.282,0,3.808,0.853,0,8.09,3.55,4.792,0.288,2.51,2.734,0.145,0,3.099,0.53,0.408,0.33,5.609,12.963,0,6.797,0,4.62,0.889,44.085,34.356,0.779,22.962,5.835,15.288
MH 61,MH1,minimal,no,2018,82.556,3.736,1.07,1.081,0.356,1.12,0,0.981,0,0,1.83,0.241,0,3.579,1.701,2.666,0.14,1.344,1.533,0.065,0,1.949,0.355,0.236,0,5.426,9.055,0,4.071,0,1.578,1.595,21.443,22.67,1.057,11.269,2.811,7.363
MH 62,MH1,minimal,no,2018,79.48,3.527,1.046,1.159,0.356,1.13,0,1.142,0,0,2.032,0.259,0,3.771,1.854,2.699,0.183,1.45,1.727,0.056,0,2.521,0.313,0.261,0,7.225,8.042,0,4.558,0,0,0.498,22.391,22.92,1.024,11.999,3.174,7.218
MH 63,MH1,minimal,no,2018,66.561,3.237,1.06,1.01,0.248,1.007,0,0.806,0.143,0,1.654,0.202,0,2.952,1.414,2.319,0.104,1.105,1.268,0.058,0,1.736,0.28,0.208,0,4.346,8.409,0,3.428,0,0,0.479,18.587,18.407,0.99,9.422,2.603,6.562
MH 64,MH1,minimal,no,2018,64.025,3.128,0.957,0.856,0.251,1.208,0,0.813,0,0,1.625,0.174,0,2.97,1.345,2.354,0.102,1.126,1.295,0.055,0,2.235,0.31,0.173,0.071,3.443,7.183,0,3.272,0,1.16,0.362,18.259,17.847,0.977,9.421,2.438,6.4
MH 65,MH2,minimal,no,2018,104.671,5.499,1.481,1.05,0.493,1.332,0,1.242,0,0,2.705,0.455,0,5.817,2.754,3.678,0.186,2.016,2.181,0.12,0,2.669,0.351,0.411,0.194,5.053,7.899,0,5.148,0,2.659,0.743,31.009,24.384,0.786,17.207,3.947,9.855
MH 66,MH2,minimal,no,2018,104.436,4.965,1.211,1.095,0.552,1.337,0,1.15,0,0,2.592,0.463,0,5.804,2.803,3.627,0.169,1.881,2.004,0.104,0,3.121,0.421,0.391,0.164,5.468,8.567,0,5.717,0,2.532,0.718,29.757,26.381,0.887,16.855,3.742,9.16
MH 67,MH2,minimal,no,2018,114.216,5.446,1.364,1.327,0.606,1.462,0,1.272,0.11,0,2.953,0.507,0,6.126,2.934,3.878,0.208,2.047,2.239,0.126,0,3.368,0.49,0.421,0.213,4.345,9.527,0,5.816,0,2.792,0.995,32.605,26.972,0.827,18.065,4.335,10.205
MH 68,MH2,minimal,no,2018,99.097,4.798,1.399,1.138,0.439,1.348,0,1.051,0,0,2.575,0.401,0,5.375,2.563,3.553,0.152,1.843,1.996,0.103,0,2.548,0.383,0.36,0.18,5.715,9.101,0,5.278,0,2.41,0.631,28.734,25.975,0.904,15.986,3.626,9.122
MH 69,MH3,minimal,no,2018,58.64,2.776,1.182,0.778,0.204,1.233,0,0.717,0,0,1.547,0.187,0,2.955,1.247,2.412,0.122,1.274,1.219,0.058,0,2.636,0.306,0.189,0.082,2.762,5.473,0,2.341,0,1.219,0.356,17.911,15.008,0.838,9.474,2.264,6.173
MH 70,MH3,minimal,no,2018,74.611,3.374,1.606,1.279,0.359,1.385,0,0.989,0,0,1.594,0.246,0,3.679,1.7,3.13,0.142,1.509,1.514,0.042,0,3.066,0.4,0.242,0.1,3.47,7.461,0,3.849,0,1.987,0.422,22.548,20.575,0.912,11.962,2.583,8.003
MH 71,MH3,minimal,no,2018,50.993,2.537,1.443,0.785,0.146,0.903,0,0.637,0,0,1.757,0.135,0,2.427,1.023,2.177,0.103,1.259,1.1,0.057,0,2.823,0.263,0.2,0.076,1.748,4.536,0,1.939,0,1.067,0.344,16.489,12.652,0.767,8.281,2.394,5.814
MH 72,MH3,minimal,no,2018,46.774,2.333,1.175,0.677,0.145,0.909,0,0.623,0,0,1.367,0.126,0,2.365,0.978,2.047,0.09,1.173,1.039,0.056,0,1.112,0.227,0.161,0.069,2.027,4.29,0,1.538,0,1.066,0.306,15.103,10.49,0.695,7.874,1.99,5.239
BH 37,BH1,yes,yes,2018,267.55,10.249,1.96,2.786,1.346,3.482,0.161,3.202,0,0,5.619,1.183,0.118,9.451,6.608,7.788,0.425,3.5,4.755,0.404,0,5.351,0,1.501,0.527,21.532,26.827,0,19.222,0,5.917,1.561,63.037,80.877,1.283,34.232,8.821,19.984
BH 38,BH1,yes,yes,2018,235.495,8.731,1.71,2.47,1.334,2.787,0.444,2.758,0,0,4.629,0.886,0.08,7.793,4.995,5.974,0.346,3.109,3.838,0.309,0,5.727,0.577,0.745,0.335,17.664,23.749,0,17.373,0,3.753,3.422,52.193,69.923,1.34,27.33,7.387,17.476
BH 39,BH1,yes,yes,2018,236.805,8.618,1.801,2.327,1.287,2.65,0.362,2.605,0,0,4.891,1.011,0.104,8.108,5.411,6.44,0.339,2.957,3.857,0.214,0,9.578,0.559,0.692,0.309,17.398,21.809,0,16.592,0,3.837,2.634,52.982,70.774,1.336,28.441,7.496,17.045
BH 40,BH1,yes,yes,2018,287.38,10.349,1.897,2.564,1.929,3.377,0.604,3.266,0,0,6.393,1.39,0.176,10.577,6.751,7.616,0.39,3.837,4.776,0.463,0,7.027,0.758,0.907,0.452,16.924,27.19,0,21.428,0,6.202,2.846,66.355,80.888,1.219,35.976,9.659,20.72
BH 41,BH2,minimal,yes,2018,177.578,4.55,0.736,1.473,0.673,1.953,0,1.6,0,0,3.762,0.636,0.082,5.606,3.195,4.034,0.286,2.211,2.315,0.319,0,6.695,0.495,0.517,0.334,9.587,14.23,0,10.096,0,4.937,5.091,33.431,46.891,1.403,18.684,5.362,9.385
BH 42,BH2,minimal,yes,2018,135.618,4.459,0.627,1.03,0.521,1.416,0,1.334,0,0,2.531,0.527,0.055,5.158,2.749,3.264,0.187,1.938,1.973,0.123,0,3.628,0.336,0.364,0.246,6.366,11.334,0,8.878,0,4.699,2.276,27.892,35.851,1.285,15.974,3.865,8.053
BH 43,BH2,minimal,yes,2018,164.607,4.665,0.532,1.459,0.622,1.681,0,1.53,0.114,0,2.052,0.636,0.109,5.686,3.275,3.948,0.341,1.989,2.254,0.133,0,3.274,4.712,0,0.365,10.214,15.205,0,11.655,0,5.011,1.097,31.026,50.436,1.626,18.371,3.696,8.959
BH 44,BH2,minimal,yes,2018,160.939,5.503,0.946,1.657,0.594,1.959,0,1.556,0,0,2.703,0.603,0.06,5.826,3.144,4.331,0.256,2.147,2.378,0.169,0,7.397,0.543,0.462,0.344,8.041,14.433,0,10.016,0,4.587,1.171,33.832,45.823,1.354,18.914,4.259,10.659
BH 45,BH3,minimal,yes,2018,132.133,5.063,0.968,0.871,0.568,1.361,0,1.137,0,0,3.413,0.481,0,4.698,2.829,2.942,0.198,1.804,1.993,0.117,0,7.878,0.253,0.34,0.145,6.874,12.375,0,9.139,0,2.657,0.994,28.443,39.661,1.394,15.062,4.55,8.831
BH 46,BH3,minimal,yes,2018,113.049,4.626,0.861,0.704,0.46,1.094,0,1.114,0.076,0,2.755,0.331,0,4.139,2.057,2.552,0.135,1.622,1.62,0.086,0,7.854,0.305,0.269,0.131,5.842,8.458,0,8.231,0,2.081,0.773,24.232,33.171,1.369,12.542,3.945,7.745
BH 47,BH3,minimal,yes,2018,107.763,5.345,0.971,0.712,0.517,1.105,0,1.115,0.097,0,3.167,0.412,0,4.652,2.381,2.48,0.165,1.721,1.696,0.085,0,5.199,0.301,0.315,0.126,6.122,9.771,0,6.805,0,2.456,0.67,26.621,31.095,1.168,13.592,4.379,8.65
BH 48,BH3,minimal,yes,2018,157.242,6.038,0.98,1.012,0.776,1.644,0,1.552,0,0,3.637,0.604,0.049,5.68,3.6,3.578,0.245,2.227,2.49,0.204,0,6.844,0.371,0.439,0.182,7.954,14.585,0,11.251,0,3.736,1.464,34.316,45.362,1.322,18.677,5.189,10.45
JA 109,JA1,no,no,2018,110.539,4.217,0.65,0.881,0.582,0.996,0,1.082,0.166,0,2.083,0.4,0,4.46,2.475,2.964,0.278,1.502,1.69,0.09,0,3.18,0.477,0.504,0.248,7.906,9.141,0,12.078,0,2.176,1.225,24.516,35.71,1.457,13.859,3.331,7.326
JA 110,JA1,no,no,2018,67.308,3.419,0.873,0.869,0.732,1.282,0,0.77,0.687,0,1.903,0.279,0,2.854,1.482,2.006,0.164,1.095,1.181,0.265,0,1.435,0.374,0.257,0.14,3.139,5.577,0,4.254,0,0,0.415,19.861,15.176,0.764,9.326,3.36,7.175
JA 111,JA1,no,no,2018,54.895,2.305,0.545,0.525,0.333,0.83,0,0.632,0.226,0,1.314,0.146,0,2.076,1.226,1.555,0.089,0.798,0.958,0.175,0,2.155,0.279,0.171,0.152,4.017,5.576,0,3.046,0,0.897,0.383,13.733,16.293,1.186,7.023,2.172,4.538
JA 112,JA1,no,no,2018,89.797,3.298,0.696,0.843,0.632,1.422,0,0.941,0.166,0,1.806,0.252,0,3.202,1.951,2.364,0.156,1.209,1.502,0.138,0,2.179,0.405,0.307,0.179,6.486,10.378,0,6.022,0,1.959,0.758,20.578,27.915,1.357,10.774,2.913,6.891
JA 113,JA2,yes,yes,2018,67.558,2.33,0.781,0.449,0.416,0.825,0,0.628,0.365,0,1.43,0.15,0,2.091,1.091,1.389,0.171,0.832,0.838,0.208,0,4.745,0.379,0.12,0.116,3.694,7.699,0,4.157,0,1.223,0.6,13.994,22.133,1.582,6.77,2.423,4.801
JA 114,JA2,yes,yes,2018,104.011,3.454,0.925,0.872,0.587,1.178,0,0.921,0,0,2.126,0.264,0,3.272,1.608,2.38,0.148,1.33,1.39,0.162,0,7.291,0.447,0.255,0.153,6.175,8.72,0,9.641,0,1.619,0.744,20.617,34.301,1.664,10.554,3.047,7.016
JA 115,JA2,yes,yes,2018,72.229,2.329,0.802,0.727,0.332,1.788,0,0.605,0,0,1.428,0.146,0,2.131,1.028,1.498,0.134,0.883,0.871,0.185,0,5.582,0.589,0,0.11,3.099,6.028,0,9.432,0,1.049,0.671,14.887,25.889,1.739,6.876,2.033,5.978
JA 116,JA2,yes,yes,2018,91.96,3.303,0.815,0.66,0.442,0.81,0,0.832,0.147,0,1.849,0.224,0,2.982,1.319,1.821,0.113,1.149,1.072,0.187,0,5.367,0.377,0.194,0.079,5.136,6.633,0,9.658,0,1.62,0.848,17.725,29.064,1.64,8.867,2.828,6.03
JA 117,JA3,yes,no,2018,23.651,1.182,0.357,0.362,0.118,0.457,0,0.299,0.137,0,0.584,0.047,0,0.853,0.442,0.639,0.037,0.366,0.375,0,0,0.428,0.152,0.046,0,1.458,2.296,0,1.459,0,0,0.12,6.255,5.839,0.933,2.759,1.02,2.476
JA 118,JA3,yes,no,2018,17.517,0.918,0.318,0.387,0.071,0.307,0,0.24,0.049,0,0.483,0.031,0,0.614,0.287,0.489,0,0.298,0.289,0,0,0.441,0.129,0.047,0,0.865,1.905,0,1.007,0,0,0.13,4.781,4.394,0.919,2.008,0.772,2.001
JA 119,JA3,yes,no,2018,13.16,0.618,0.23,0.312,0.049,0.158,0,0.19,0,0,0.311,0.028,0,0.408,0.25,0.385,0.034,0.219,0.214,0,0,0.285,0.2,0,0,0.817,1.364,0,0.898,0,0.257,0.099,3.406,3.821,1.122,1.538,0.501,1.367
JA 120,JA3,yes,no,2018,28.433,1.457,0.455,0.453,0.109,0.398,0,0.388,0.045,0,0.882,0.065,0,1.162,0.511,0.79,0.042,0.524,0.439,0,0,0.6,0.163,0.079,0,2.749,3.435,0,1.833,0,0,0.247,7.72,8.859,1.148,3.533,1.315,2.872
KS 121,KS1,yes,yes,2018,70.561,3.34,0.773,1.164,0.4,0.953,0,0.935,0.217,0,1.785,0.219,0,2.693,1.572,2.06,0.134,1.102,1.24,0.183,0,1.577,0.245,0.218,0,2.992,6.903,0,4.711,0,1.898,0.228,18.77,18.544,0.988,9.203,2.937,6.63
KS 122,KS1,yes,yes,2018,72.492,3.579,0.837,0.799,0.407,1.009,0,0.87,0.177,0,1.861,0.245,0.059,3.048,1.519,1.942,0.146,1.118,1.134,0.168,0,1.878,0.343,0.215,0.101,3.066,6.011,0,5.284,0,2.457,0.422,18.918,19.355,1.023,9.379,2.908,6.631
KS 123,KS1,yes,yes,2018,119.785,4.441,0.794,1.185,0.568,1.311,0,1.235,0.285,0,2.489,0.365,0.061,4.198,2.107,2.69,0.265,1.613,1.575,0.274,0,8.525,0.458,0.296,0.128,6.662,10.22,0,8.217,0,4.4,0.578,25.456,38.906,1.528,13.148,4.009,8.299
KS 124,KS1,yes,yes,2018,77.575,2.952,0.722,0.524,0.436,1.127,0,0.76,0.16,0,1.713,0.198,0.131,2.639,1.254,1.596,0.266,1,0.919,0.384,0,3.58,0.58,0,0.136,3.443,8.445,0,5.579,0,1.629,0.555,16.781,23.392,1.394,8.387,2.633,5.761
KS 125,KS2,yes,no,2018,84.005,2.8,0.608,0.987,0.446,0.882,0,0.84,0.276,0,1.306,0.301,0,2.868,1.732,2.15,0.136,0.972,1.234,0.293,0,1.946,0.312,0.251,0,6.026,8.088,0,4.59,0,2.269,0.294,17.831,23.482,1.317,9.686,2.422,5.723
